snapshot_ts,expiry,days_to_expiry,strike,option_type,bid,ask,mark_price,underlying_price,implied_vol,delta,gamma,vega,open_interest,volume_24h
2026-03-17T17:11:45Z,2026-03-20,3,75000.0,C,0.0125,0.013,0.0127,74198.38,0.517,0.41153,0.00012,24.44411,559.6,369.7
2026-03-17T17:11:45Z,2026-03-20,3,75000.0,P,0.023,0.024,0.0235,74198.38,0.517,-0.58847,0.00012,24.44411,26.2,16.5
2026-03-17T17:11:45Z,2026-03-20,3,75500.0,C,0.0095,0.0105,0.0102,74200.15,0.517,0.3539,0.00011,23.36342,46.8,49.7
2026-03-17T17:11:45Z,2026-03-20,3,75500.0,P,0.026,0.029,0.0277,74200.15,0.517,-0.6461,0.00011,23.36342,8.4,11.4
2026-03-17T17:11:45Z,2026-03-20,3,76000.0,C,0.0075,0.0085,0.0081,74198.38,0.5165,0.29918,0.00011,21.81611,644.8,195.2
2026-03-17T17:11:45Z,2026-03-20,3,76000.0,P,0.0305,0.0335,0.0324,74200.15,0.5165,-0.70063,0.00011,21.8229,7.5,4.6
2026-03-17T17:11:45Z,2026-03-20,3,78000.0,C,0.0026,0.003,0.0028,74198.38,0.5168,0.13134,7e-05,13.38466,1383.9,398.2
2026-03-17T17:11:45Z,2026-03-20,3,78000.0,P,0.031,0.077,0.054,74197.24,0.5168,-0.86873,7e-05,13.37919,1.0,0.0
2026-03-17T17:11:45Z,2026-03-20,3,80000.0,C,0.0009,0.0012,0.001,74198.38,0.5394,0.05201,3e-05,6.68549,1784.4,102.8
2026-03-17T17:11:45Z,2026-03-20,3,80000.0,P,0.077,0.082,0.0791,74197.24,0.5394,-0.94803,3e-05,6.68173,25.8,25.1
2026-03-17T17:11:45Z,2026-03-20,3,82000.0,C,0.0004,0.0006,0.0005,74198.38,0.5988,0.02579,2e-05,3.76916,1812.6,38.0
2026-03-17T17:11:45Z,2026-03-20,3,82000.0,P,0.102,0.1085,0.1056,74197.24,0.5988,-0.97422,2e-05,3.76688,8.1,0.0
2026-03-17T17:11:45Z,2026-03-20,3,85000.0,C,0.0002,0.0003,0.0003,74197.24,0.7115,0.013,1e-05,2.103,1106.0,69.2
2026-03-17T17:11:45Z,2026-03-20,3,85000.0,P,0.108,0.159,0.1458,74198.38,0.7115,-0.98699,1e-05,2.10422,0.0,0.0
